 0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.163336342344337e-17  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  8.502129555942872e-12  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.666666666666667e-02 -6.447035576226455e-09  4.110189401871668e-08 -7.471561859679655e-08  2.365848295049489e-09  0.000000000000000e+00 -5.575648679823737e-09  3.653591881184852e-08 -7.355360824383948e-08 -4.056330132895525e-10  0.000000000000000e+00 -5.909222782002007e-09  1.735935637326835e-08 -6.813140542342132e-08 -8.522486244499916e-09  0.000000000000000e+00
 3.333333333333333e-02 -2.623456594010639e-08  1.617015305222999e-07 -2.938584500568678e-07  9.354218788448776e-11  0.000000000000000e+00 -2.267822967483572e-08  1.437764221715390e-07 -2.893167235671831e-07 -1.666427468238751e-09  0.000000000000000e+00 -2.404124231048205e-08  6.825178238464152e-08 -2.679483837395719e-07 -1.207484841281303e-08  0.000000000000000e+00
 5.000000000000000e-02 -6.006532655560308e-08  3.578118761889820e-07 -6.500112580652695e-07 -3.017100097535419e-09  0.000000000000000e+00 -5.189244663660053e-08  3.182798757900979e-07 -6.400951928411253e-07 -3.880021401392320e-09  0.000000000000000e+00 -5.503136953506063e-08  1.508642937693427e-07 -5.926430937108762e-07 -1.527012463697908e-08  0.000000000000000e+00
 6.666666666666667e-02 -1.086921208830324e-07  6.255093821169733e-07 -1.135876628949317e-06 -6.927208015539144e-09  0.000000000000000e+00 -9.384316735445899e-08  5.566514827085728e-07 -1.118923663490784e-06 -7.149056624466965e-09  0.000000000000000e+00 -9.956020165626314e-08  2.632581567706127e-07 -1.035487655148826e-06 -1.804288943252352e-08  0.000000000000000e+00
 8.333333333333333e-02 -1.729224416212403e-07  9.609214202260796e-07 -1.744276051336008e-06 -1.181451858567328e-08  0.000000000000000e+00 -1.492137676000448e-07  8.554034838272051e-07 -1.719095933026132e-06 -1.158738555107064e-08  0.000000000000000e+00 -1.583521750912753e-07  4.034614590822660e-07 -1.589832994374624e-06 -2.089544294536783e-08  0.000000000000000e+00
 1.000000000000000e-01 -2.536234965382252e-07  1.360228655211682e-06 -2.468148561862726e-06 -1.786760142619137e-08  0.000000000000000e+00 -2.187684169153471e-07  1.210805984190599e-06 -2.434196986769721e-06 -1.731960357076456e-08  0.000000000000000e+00 -2.321750262861827e-07  5.695330774387053e-07 -2.249108017680912e-06 -2.433034822224567e-08  0.000000000000000e+00
 1.166666666666667e-01 -3.517275090872581e-07  1.819675646740071e-06 -3.300548713738860e-06 -2.527056600087896e-08  0.000000000000000e+00 -3.033781053132269e-07  1.618736523677222e-06 -3.258140913883767e-06 -2.448073196936740e-08  0.000000000000000e+00 -3.218418911229634e-07  7.595743767990770e-07 -3.006818117885779e-06 -2.878865355826488e-08  0.000000000000000e+00
 1.333333333333333e-01 -4.682376259666429e-07  2.335581890125504e-06 -4.234644129123832e-06 -3.418787146436397e-08  0.000000000000000e+00 -4.040504062202861e-07  2.074533036522386e-06 -4.185218302817095e-06 -3.321563789293602e-08  0.000000000000000e+00 -4.282160767188174e-07  9.717010537174664e-07 -3.856543291831660e-06 -3.457456640432177e-08  0.000000000000000e+00
 1.500000000000000e-01 -6.042342959537012e-07  2.904353134589033e-06 -5.263712306191604e-06 -4.477905517219494e-08  0.000000000000000e+00 -5.219631454686166e-07  2.572852281085281e-06 -5.210155696905305e-06 -4.367831468732319e-08  0.000000000000000e+00 -5.522172434255235e-07  1.204002539029192e-06 -4.791935435288774e-06 -4.188079630318420e-08  0.000000000000000e+00
