 0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  6.830274843168536e-02  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  6.830274843168534e-02  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  6.830274843168536e-02  0.000000000000000e+00
 1.666666666666667e-02  1.868972884341955e-05  1.092669616101749e-03  1.092669753453399e-03  6.945484779886811e-02  0.000000000000000e+00  1.605416672258285e-05  8.062268925174258e-04  1.092669753247244e-03  6.945503082024240e-02  0.000000000000000e+00  1.341859048734743e-05  5.632411886615341e-04  1.092669753188917e-03  6.945521393710527e-02  0.000000000000000e+00
 3.333333333333333e-02  7.604997335199174e-05  4.297530338291083e-03  4.297530865008642e-03  7.063494570330842e-02  0.000000000000000e+00  6.532821857368812e-05  3.171157513449580e-03  4.297530864829584e-03  7.063570306697466e-02  0.000000000000000e+00  5.460623313826587e-05  2.215623550961935e-03  4.297530864746989e-03  7.063646053790805e-02  0.000000000000000e+00
 5.000000000000000e-02  1.741226617716249e-04  9.506248868377951e-03  9.506250001410539e-03  7.184389741882481e-02  0.000000000000000e+00  1.495843186584186e-04  7.015523457608782e-03  9.506250001397149e-03  7.184566063993987e-02  0.000000000000000e+00  1.250447696887027e-04  4.902395633545444e-03  9.506250001587042e-03  7.184742403287732e-02  0.000000000000000e+00
 6.666666666666667e-02  3.151004999715283e-04  1.661234375912005e-02  1.661234568123221e-02  7.308258174442558e-02  0.000000000000000e+00  2.707207532392628e-04  1.226186592856640e-02  1.661234568145208e-02  7.308582614332548e-02  0.000000000000000e+00  2.263370639716868e-04  8.570487903738383e-03  1.661234568215831e-02  7.308907090649841e-02  0.000000000000000e+00
 8.333333333333333e-02  5.013410506330319e-04  2.551118541008849e-02  2.551118827486301e-02  7.435190040886766e-02  0.000000000000000e+00  4.307851684844147e-04  1.883453712169711e-02  2.551118827534844e-02  7.435714899823583e-02  0.000000000000000e+00  3.602193218080221e-04  1.316851560113978e-02  2.551118827682378e-02  7.436239839508964e-02  0.000000000000000e+00
 1.000000000000000e-01  7.353823768636433e-04  3.609999606669179e-02  3.610000000450758e-02  7.565277711573926e-02  0.000000000000000e+00  6.319893315856569e-04  2.665970227608451e-02  3.610000000529208e-02  7.566060483949087e-02  0.000000000000000e+00  5.285748850753431e-04  1.864678297216518e-02  3.610000000775092e-02  7.566843424056163e-02  0.000000000000000e+00
 1.166666666666667e-01  1.019960451590313e-03  4.827784982087210e-02  4.827785494424173e-02  7.698615621065234e-02  0.000000000000000e+00  8.767256191162196e-04  3.566534247602290e-02  4.827785494534058e-02  7.699719456600597e-02  0.000000000000000e+00  7.334497029964568e-04  2.495728905729404e-02  4.827785494899645e-02  7.700823613678237e-02  0.000000000000000e+00
 1.333333333333333e-01  1.358028563609549e-03  6.194567261263297e-02  6.194567901994699e-02  7.835300089210567e-02  0.000000000000000e+00  1.167585466188555e-03  4.578125829222057e-02  6.194567902140335e-02  7.836794296993380e-02  0.000000000000000e+00  9.770697153738755e-04  3.205373522171705e-02  6.194567902642473e-02  7.838289079128434e-02  0.000000000000000e+00
 1.500000000000000e-01  1.752778985561278e-03  7.700624223147981e-02  7.700625000939146e-02  7.975429087376508e-02  0.000000000000000e+00  1.507380045869810e-03  5.693907436332405e-02  7.700625001124185e-02  7.977389685496601e-02  0.000000000000000e+00  1.261860419715294e-03  3.989153464381476e-02  7.700625001780304e-02  7.979351251680436e-02  0.000000000000000e+00
 1.666666666666667e-01  2.207667209215784e-03  9.336418831756069e-02  9.336419754221817e-02  8.119101938809181e-02  0.000000000000000e+00  1.899163490399728e-03  6.907224503017481e-02  9.336419754446920e-02  8.121612253641905e-02  0.000000000000000e+00  1.590468938026316e-03  4.842782400318269e-02  9.336419755268038e-02  8.124124124790448e-02  0.000000000000000e+00
 1.833333333333333e-01  2.726439100438851e-03  1.109259923622320e-01  1.109260030998529e-01  8.266418939994946e-02  0.000000000000000e+00  2.346259015215757e-03  8.211606114843699e-02  1.109260031025500e-01  8.269570259433573e-02  0.000000000000000e+00  1.965788950787527e-03  5.762147764071091e-02  1.109260031125729e-01  8.272723985740944e-02  0.000000000000000e+00
 2.000000000000000e-01  3.313161381277962e-03  1.295999877086740e-01  1.296000000156330e-01  8.417480887293845e-02  0.000000000000000e+00  2.852288365056113e-03  9.600765822005594e-02  1.296000000188015e-01  8.421373172504359e-02  0.000000000000000e+00  2.390988926825982e-03  6.743312449878938e-02  1.296000000307123e-01  8.425269062066242e-02  0.000000000000000e+00
