0	0	0.	0.	0	0.	0.	0	0.	0.	-3.6082e-16	1.2044265194506793e-8	1.2044265555326793e-8	0.11657	0.11657388708237075	3.887082370757078e-6	0	0.	0.	0	0.	0.	0	0.	0.	2.5077e-14	1.1782566809295787e-8	1.1782541732295788e-8	0.14342	0.14342231136435407	2.311364354079526e-6	0	0.	0.	0	0.	0.	0	0.	0.	0	4.5615509172565475e-8	4.5615509172565475e-8	0.1789	0.17890410288567563	4.102885675622003e-6
0.016667	-5.3025e-7	-5.559096042363073e-7	2.565960423630729e-8	-2.4357e-6	-2.3520849571976444e-6	8.361504280235542e-8	-2.4374e-6	-2.3379166792894224e-6	9.948332071057818e-8	2.1441e-7	1.6777972531354377e-7	4.663027468645623e-8	0.11657	0.11656390365331809	6.096346681902509e-6	-5.9815e-7	-6.232767308580059e-7	2.51267308580059e-8	-6.1283e-6	-6.017240515467147e-6	1.1105948453285368e-7	-1.998e-6	-1.9939570127244624e-6	4.042987275537764e-9	1.6763e-7	1.3233787213879873e-7	3.529212786120125e-8	0.14341	0.14340640709116248	3.592908837529718e-6	-7.6913e-7	-7.988545901415966e-7	2.972459014159665e-8	-0.000013459	-0.000013328743642721481	1.3025635727851822e-7	-6.0364e-7	-6.50073224842711e-7	4.643322484271098e-8	8.9758e-8	2.029164125953267e-9	8.772883587404675e-8	0.17888	0.17888245230958474	2.452309584732859e-6
0.033333	-2.1582e-6	-2.186721834247773e-6	2.852183424777326e-8	-9.5815e-6	-9.420724713867945e-6	1.6077528613204792e-7	-9.5884e-6	-9.391229390355966e-6	1.9717060964403388e-7	8.8654e-7	9.047320470023676e-7	1.8192047002367504e-8	0.11655	0.11654867604399374	1.323956006257787e-6	-2.435e-6	-2.463207543295243e-6	2.8207543295243015e-8	-0.000024107	-0.000023884456947804956	2.225430521950453e-7	-7.8657e-6	-7.863793510017721e-6	1.9064899822787685e-9	6.9332e-7	7.005366851518157e-7	7.2166851518157e-9	0.14337	0.1433712489693331	1.2489693330952623e-6	-3.1307e-6	-3.1650447875597305e-6	3.434478755973057e-8	-0.000052922	-0.00005265881491561562	2.6318508438437675e-7	-2.3966e-6	-2.4968968752750426e-6	1.0029687527504251e-7	3.7071e-7	3.458171643528481e-7	2.4892835647151932e-8	0.17882	0.17881808652569256	1.9134743074467053e-6
0.05	-4.9438e-6	-4.947215264369077e-6	3.415264369076964e-9	-0.000021201	-0.000021060856984645416	1.4014301535458283e-7	-0.000021217	-0.000021031683860759967	1.8531613924003298e-7	2.0629e-6	2.112193390811924e-6	4.929339081192391e-8	0.11652	0.116522295068286	2.295068286001234e-6	-5.5793e-6	-5.583054711880195e-6	3.754711880194717e-9	-0.000053341	-0.0000531302183065725	2.1078169342750276e-7	-0.000017427	-0.000017435138297944584	8.138297944582643e-9	1.6131e-6	1.644692611606854e-6	3.159261160685403e-8	0.14331	0.14331211359393978	2.113593939784275e-6	-7.1721e-6	-7.17802039458144e-6	5.920394581439297e-9	-0.00011701	-0.00011676034611603651	2.4965388396349915e-7	-5.3851e-6	-5.493739807139694e-6	1.0863980713969372e-7	8.6343e-7	9.066733227714144e-7	4.324332277141439e-8	0.17871	0.1787078670165551	2.1329834448968743e-6
0.066667	-8.9526e-6	-8.934095714205555e-6	1.8504285794445006e-8	-0.000037067	-0.00003701813067840572	4.8869321594253393e-8	-0.000037094	-0.000037003831342778294	9.016865722170041e-8	3.7918e-6	3.8212329452548785e-6	2.9432945254878628e-8	0.11648	0.11648197106801175	1.971068011752397e-6	-0.000010107	-0.00001008914775019561	1.7852249804389255e-8	-0.000093253	-0.00009315031236747703	1.0268763252296398e-7	-0.000030522	-0.00003054029616322158	1.8296163221583875e-8	2.9656e-6	2.9884670821137985e-6	2.28670821137985e-8	0.14323	0.14322620383349352	3.796166506475629e-6	-0.00001299	-0.00001296858655135553	2.1413448644470092e-8	-0.00020435	-0.0002042173896434998	1.3261035650019592e-7	-9.6183e-6	-9.69334864912831e-6	7.504864912830844e-8	1.5906e-6	1.6534522947961264e-6	6.285229479612629e-8	0.17855	0.1785492129744275	7.870255724906627e-7
0.083333	-0.000014257	-0.000014235335648449615	2.166435155038433e-8	-0.000056959	-0.00005701494019846957	5.594019846959431e-8	-0.000057	-0.000057022570496697406	2.257049669740301e-8	6.1244e-6	6.112616099991782e-6	1.1783900008217996e-8	0.11642	0.11642660874060343	6.608740603430974e-6	-0.000016104	-0.000016081870357789347	2.2129642210653625e-8	-0.00014328	-0.00014331329117026474	3.3291170264742806e-8	-0.000047011	-0.000047029844998011124	1.884499801112292e-8	4.792e-6	4.790500206507019e-6	1.4997934929811133e-9	0.14311	0.14311176787122132	1.76787122133093e-6	-0.000020689	-0.00002066190478399803	2.709521600197161e-8	-0.00031354	-0.00031355320570791397	1.3205707913961032e-8	-0.000015188	-0.000015210898075702341	2.289807570234207e-8	2.5773e-6	2.618246667315983e-6	4.0946667315982556e-8	0.17834	0.17833978384868485	2.161513151521799e-7
0.1	-0.000020936	-0.00002092783234870165	8.167651298351952e-9	-0.000080663	-0.00008079590674325122	1.329067432512211e-7	-0.000080721	-0.0000808248862455588	1.0388624555880113e-7	9.115e-6	9.072243873074315e-6	4.275612692568517e-8	0.11635	0.1163558590723455	5.859072345501537e-6	-0.000023663	-0.000023653441912100983	9.558087899017037e-9	-0.00020289	-0.00020302380675329116	1.3380675329115882e-7	-0.000066769	-0.00006677968733963809	1.0687339638094993e-8	7.1366e-6	7.115095682310345e-6	2.150431768965509e-8	0.14297	0.142967492227148	2.5077728520173093e-6	-0.000030388	-0.000030374004335510362	1.3995664489638976e-8	-0.00044319	-0.0004433171008147661	1.2710081476608858e-7	-0.000022227	-0.0000222040539628193	2.29460371806995e-8	3.8518e-6	3.854410358950971e-6	2.610358950970954e-9	0.17808	0.1780772296051917	2.7703948082824503e-6
0.11667	-0.000029076	-0.000029088068721970555	1.206872197055385e-8	-0.00010797	-0.00010813916753599743	1.69167535997436e-7	-0.00010805	-0.00010818392293316168	1.3392293316167887e-7	0.000012821	0.00001277427659595954	4.6723404040459055e-8	0.11627	0.1162695485858059	4.51414194094224e-7	-0.000032888	-0.00003289820055875648	1.020055875648008e-8	-0.00027155	-0.00027173564495827976	1.856449582797481e-7	-0.000089688	-0.00008968822584554394	2.2584554394005935e-10	0.000010046	0.00001002087012279625	2.5129877203749373e-8	0.14279	0.14279215086808317	2.1508680831672233e-6	-0.000042215	-0.00004222283055362288	7.830553622881274e-9	-0.00059191	-0.0005920949783338831	1.8497833388316821e-7	-0.000030906	-0.00003086175044812253	4.424955187746875e-8	5.4454e-6	5.4161289963467645e-6	2.9271003653235868e-8	0.17776	0.17775909027281486	9.0972718513882e-7
0.13333	-0.000038774	-0.0000387936151653643	1.9615165364300874e-8	-0.00013869	-0.00013882535596168702	1.35355961686977e-7	-0.00013879	-0.0001388786233763412	8.86233763412183e-8	0.000017302	0.000017275380487366467	2.6619512633534415e-8	0.11617	0.11616746051830214	2.5394816978580037e-6	-0.000043896	-0.000043912723934003126	1.6723934003124688e-8	-0.00034874	-0.0003488770887126037	1.370887126037122e-7	-0.00011567	-0.00011564840015091848	2.1599849081517302e-8	0.000013571	0.000013556118975798059	1.4881024201940536e-8	0.14258	0.1425846050571253	4.605057125295353e-6	-0.000056311	-0.000056326807611850404	1.5807611850407206e-8	-0.00075827	-0.0007583501780861414	8.017808614138675e-8	-0.000041434	-0.000041389228321920886	4.4771678079111126e-8	7.3931e-6	7.349393068083661e-6	4.370693191633967e-8	0.17738	0.17738310391710863	3.1039171086155726e-6
0.15	-0.000050136	-0.00005015680210805837	2.080210805836851e-8	-0.00017263	-0.00017271712254953017	8.712254953016293e-8	-0.00017275	-0.0001727727751022328	2.2775102232798234e-8	0.000022622	0.00002263301207735361	1.1012077353610058e-8	0.11605	0.11604889966922868	1.100330771316993e-6	-0.000056814	-0.00005683341365978351	1.941365978351127e-8	-0.00043398	-0.0004340618443925792	8.184439257921542e-8	-0.00014465	-0.00014461849316982375	3.1506830176243877e-8	0.000017765	0.00001777220873395064	7.208733950641097e-9	0.14234	0.14234311756869103	3.1175686910356326e-6	-0.000072832	-0.00007285231704781377	2.0317047813773505e-8	-0.00094087	-0.0009408891773986592	1.9177398659212842e-8	-0.00005405	-0.00005403626962256952	1.3730377430479874e-8	9.7338e-6	9.69761229458195e-6	3.618770541805009e-8	0.17695	0.17694611810354868	3.881896451313205e-6
