0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-5.559096042363073e-7	-5.561111508185032e-7	-5.567207501766493e-7	-5.577535236061243e-7	-5.592354126525826e-7	-5.612040550598337e-7	-5.63709572041122e-7	-5.668148891450893e-7	-5.7059518718417e-7	-5.75136106062903e-7	-5.805304044643035e-7	-5.868729085243062e-7	-5.942537537101582e-7	-6.027501218692364e-7	-6.124168813434087e-7	-6.232767308580059e-7	-6.353106054180102e-7	-6.484492038879161e-7	-6.625665262901063e-7	-6.774762531590733e-7	-6.92931656412698e-7	-7.086415049147616e-7	-7.242122686176879e-7	-7.393152320619746e-7	-7.534847853765598e-7	-7.663636380204638e-7	-7.775289577785875e-7	-7.866083668741097e-7	-7.933363594963005e-7	-7.97460450539555e-7	-7.988545901415966e-7
-2.186721834247773e-6	-2.187526070594603e-6	-2.1899674313578057e-6	-2.1941310188546363e-6	-2.2001558813915423e-6	-2.208230991914835e-6	-2.2185898531588286e-6	-2.231503783239072e-6	-2.2472737543688066e-6	-2.266220422036784e-6	-2.2886717573678738e-6	-2.3149475608881143e-6	-2.345340168590358e-6	-2.380090917387446e-6	-2.4193624362149966e-6	-2.463207543295243e-6	-2.511536381810758e-6	-2.564084295264919e-6	-2.620383683220861e-6	-2.6797435368736585e-6	-2.7412404025662673e-6	-2.8037718541576933e-6	-2.865816910991841e-6	-2.9260943816570774e-6	-2.982754635740757e-6	-3.0343580146326274e-6	-3.079183491103916e-6	-3.1156985493428148e-6	-3.142795261792295e-6	-3.159421452032318e-6	-3.1650447875597305e-6
-4.947215264369077e-6	-4.949049384193911e-6	-4.954624785150489e-6	-4.964156962744175e-6	-4.977993410339416e-6	-4.996597512549017e-6	-5.02052839233569e-6	-5.050418296210257e-6	-5.0869486146006005e-6	-5.130824777877861e-6	-5.182749245095193e-6	-5.2433908813797485e-6	-5.313348483154624e-6	-5.393106292556446e-6	-5.482980175492586e-6	-5.583054711880195e-6	-5.693113595450284e-6	-5.812568155597018e-6	-5.940391086551465e-6	-6.075064155156807e-6	-6.214549353153227e-6	-6.356400775444878e-6	-6.497212031790326e-6	-6.634103170055254e-6	-6.762882161391244e-6	-6.880266670733684e-6	-6.9823164757541395e-6	-7.065507188084422e-6	-7.127276784454451e-6	-7.165193442346974e-6	-7.17802039458144e-6
-8.934095714205555e-6	-8.937434947536706e-6	-8.947587948260798e-6	-8.964953209392846e-6	-8.990171125328992e-6	-9.024091393104951e-6	-9.06773266234218e-6	-9.122238049179476e-6	-9.188829210482809e-6	-9.268759961399732e-6	-9.363268305749724e-6	-9.4735237665071e-6	-9.600565617116547e-6	-9.74522750222378e-6	-9.908045282250513e-6	-0.00001008914775019561	-0.000010288133856439488	-0.000010503944663374937	-0.000010734742660594301	-0.000010977814448660296	-0.000011229514357976394	-0.00001148546132620367	-0.000011739537013538336	-0.000011986564844772829	-0.000012218990160797132	-0.000012430889113224464	-0.000012615140911939313	-0.00001276536840446623	-0.000012876929120972415	-0.00001294541650871043	-0.00001296858655135553
-0.000014235335648449615	-0.000014240713877820435	-0.00001425706206217889	-0.000014285008976426098	-0.000014325565012368119	-0.000014380070635200926	-0.000014450132575775872	-0.000014537553467039821	-0.000014644259178395524	-0.000014772225392222163	-0.000014923401625680463	-0.000015099627769316997	-0.00001530253618452242	-0.00001553343223139194	-0.00001579314823510444	-0.000016081870357789347	-0.00001639894415695567	-0.000016742671870708022	-0.000017110121446077916	-0.000017496972667499444	-0.000017897428202134207	-0.000018304527109370278	-0.000018708551511596338	-0.000019101286499751236	-0.000019470740200185198	-0.000019807516135648444	-0.00002010031645490652	-0.000020339025095653863	-0.000020516280581900926	-0.000020625093132907592	-0.00002066190478399803
-0.00002092783234870165	-0.000020935850106790994	-0.000020960211036568977	-0.000021001821605413828	-0.000021062139640566894	-0.000021143101536784718	-0.000021247031851224622	-0.00002137654308256666	-0.000021534431343378497	-0.000021723569808233768	-0.0000219467971428407	-0.00002220679378430225	-0.000022505936210885297	-0.00002284611927479529	-0.00002322853989405948	-0.000023653441912100983	-0.00002411983105166488	-0.000024625179300130284	-0.00002516514800395042	-0.000025733366487826854	-0.00002632130637504076	-0.000026918746087201682	-0.0000275114364643854	-0.00002808735203590368	-0.000028628945299783384	-0.00002912248878033715	-0.00002955147745755193	-0.000029901142949264487	-0.000030160749799890043	-0.000030320098873525132	-0.000030374004335510362
-0.000029088068721970555	-0.000029099402917715207	-0.00002913382449472158	-0.000029192568413026348	-0.000029277622246523287	-0.00002939162879930511	-0.00002953776473957763	-0.000029719605315449587	-0.000029940982392562526	-0.000030205837955028038	-0.00003051806903207246	-0.00003088135435022258	-0.00003129894954728922	-0.00003177343793066557	-0.00003230642832978208	-0.00003289820055875648	-0.000033547311425180466	-0.00003425018830655342	-0.000035000750681282994	-0.000035790110038040875	-0.00003660640291019404	-0.000037435441840707654	-0.00003825748160142956	-0.00003905589210405071	-0.00003980641424871857	-0.000040490106564822674	-0.000041084193077603244	-0.00004156830997957744	-0.000041927672745945005	-0.000042148225456291315	-0.00004222283055362288
-0.0000387936151653643	-0.000038809028757128014	-0.000038855818199762486	-0.000038935600947070446	-0.000039050981002359153	-0.000039205422322622906	-0.000039403090642572294	-0.000039648676470899795	-0.00003994720833971721	-0.00004030385881594353	-0.000040723737859539144	-0.00004121166090495789	-0.00004177187472156432	-0.000042407724491309314	-0.00004312125166119472	-0.000043912723934003126	-0.0000447801150057274	-0.00004571857000288055	-0.000046719909906912204	-0.00004777224118345602	-0.00004885974226550803	-0.00004996353701339477	-0.00005105739468402854	-0.00005211927223141645	-0.000053117014186559845	-0.000054025564287959294	-0.00005481478511613609	-0.00005545775036736267	-0.0000559349351208012	-0.000056227761344018	-0.000056326807611850404
-0.00005015680210805837	-0.000050177169404923063	-0.00005023896868879016	-0.0000503442558020238	-0.00005049634031316571	-0.000050699624150470725	-0.000050959399668052605	-0.000051281623175583374	-0.00005167267532749817	-0.00005213911148740467	-0.000052687395217747884	-0.00005332359900626132	-0.00005405305097235651	-0.00005487990688661044	-0.00005580663468185717	-0.00005683341365978351	-0.00005795747121147725	-0.000059172403103251105	-0.00006046754528612178	-0.00006182748147095856	-0.000063231777454878	-0.00006465611473037409	-0.00006606674646082313	-0.0000674353820882984	-0.00006872073966609676	-0.00006989071890928748	-0.00007090669111339866	-0.00007173416624283337	-0.00007234816524107082	-0.0000727248983052787	-0.00007285231704781377
