 0.000000000000000e+00  0.000000000000000e+00  2.499998958333333e-01  4.541392262247257e-11 -7.710343474798265e-11  0.000000000000000e+00  3.999946753246757e+00 -6.450640022137577e-10  8.233183024231039e-10  0.000000000000000e+00  3.999946753246757e+00 -6.759868220740373e-10  9.542855394784056e-10  0.000000000000000e+00  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  9.166666665749999e-03 -1.198242893796220e-13  3.982890406373230e-13  0.000000000000000e+00  0.000000000000000e+00  5.103861777655538e-12  0.000000000000000e+00 -7.138345470281138e-12  0.000000000000000e+00  1.102815616604857e-10  0.000000000000000e+00 -1.306030839032246e-10  0.000000000000000e+00  1.102815616604857e-10  0.000000000000000e+00 -1.306030839032246e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  3.001956322412624e-13  0.000000000000000e+00 -2.795767090058021e-13
 1.666666666666667e-02  0.000000000000000e+00  2.542192261757484e-01 -7.201128582323690e-12  0.000000000000000e+00  8.306799692547884e-12  3.933558748107829e+00 -7.272760171872505e-11  0.000000000000000e+00  1.268780636110023e-10  3.933558748107829e+00 -7.272760171872505e-11  0.000000000000000e+00  1.268780636110023e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  9.165607455921371e-03 -2.249832264933360e-13  0.000000000000000e+00  8.237022175450193e-13  0.000000000000000e+00  7.201128582323690e-12  0.000000000000000e+00 -8.306799692547884e-12  0.000000000000000e+00  7.272760171872505e-11  0.000000000000000e+00 -1.268780636110023e-10  0.000000000000000e+00  7.272760171872505e-11  0.000000000000000e+00 -1.268780636110023e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  2.249832264933360e-13  0.000000000000000e+00 -8.237022175450193e-13
 3.333333333333333e-02  0.000000000000000e+00  2.585462758545768e-01 -4.384770324605824e-12  0.000000000000000e+00  1.414285355494371e-11  3.867726291154257e+00 -4.766054217952842e-11  0.000000000000000e+00  3.973976703264270e-11  3.867726291154257e+00 -4.766054217952842e-11  0.000000000000000e+00  3.973976703264270e-11  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  9.162358178078998e-03 -2.547961841514734e-13  0.000000000000000e+00  2.919608999008005e-13  0.000000000000000e+00  4.384770324605824e-12  0.000000000000000e+00 -1.414285355494371e-11  0.000000000000000e+00  4.766054217952842e-11  0.000000000000000e+00 -3.973976703264270e-11  0.000000000000000e+00  4.766054217952842e-11  0.000000000000000e+00 -3.973976703264270e-11 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  2.547961841514734e-13  0.000000000000000e+00 -2.919608999008005e-13
 5.000000000000000e-02  0.000000000000000e+00  2.629847429056282e-01 -6.385170170375432e-12  0.000000000000000e+00  8.586520383602192e-12  3.802449382452959e+00 -1.066657873138865e-10  0.000000000000000e+00  6.418243714279015e-11  3.802449382452959e+00 -1.066657873138865e-10  0.000000000000000e+00  6.418243714279015e-11  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  9.156807974262519e-03 -1.607949884352422e-13  0.000000000000000e+00  5.486965048984160e-13  0.000000000000000e+00  6.385170170375432e-12  0.000000000000000e+00 -8.586520383602192e-12  0.000000000000000e+00  1.066657873138865e-10  0.000000000000000e+00 -6.418243714279015e-11  0.000000000000000e+00  1.066657873138865e-10  0.000000000000000e+00 -6.418243714279015e-11 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.607949884352422e-13  0.000000000000000e+00 -5.486965048984160e-13
 6.666666666666667e-02  0.000000000000000e+00  2.675384854399641e-01 -4.592326519059498e-12  0.000000000000000e+00  1.873406985097859e-11  3.737728022119674e+00 -1.000577398713176e-10  0.000000000000000e+00  4.177991286269389e-11  3.737728022119674e+00 -1.000577398713176e-10  0.000000000000000e+00  4.177991286269389e-11  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  9.148841357307518e-03 -1.620075601449500e-13  0.000000000000000e+00  3.133899389995420e-13  0.000000000000000e+00  4.592326519059498e-12  0.000000000000000e+00 -1.873406985097859e-11  0.000000000000000e+00  1.000577398713176e-10  0.000000000000000e+00 -4.177991286269389e-11  0.000000000000000e+00  1.000577398713176e-10  0.000000000000000e+00 -4.177991286269389e-11 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.620075601449500e-13  0.000000000000000e+00 -3.133899389995420e-13
 8.333333333333333e-02  0.000000000000000e+00  2.722115300335282e-01 -7.620959419085693e-12  0.000000000000000e+00  8.747336188719146e-12  3.673562210322653e+00 -6.309441857865750e-11  0.000000000000000e+00  1.418101192030008e-10  3.673562210322653e+00 -6.309441857865750e-11  0.000000000000000e+00  1.418101192030008e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  9.138338067904057e-03 -1.512540093173698e-13  0.000000000000000e+00  5.410047410059349e-13  0.000000000000000e+00  7.620959419085693e-12  0.000000000000000e+00 -8.747336188719146e-12  0.000000000000000e+00  6.309441857865750e-11  0.000000000000000e+00 -1.418101192030008e-10  0.000000000000000e+00  6.309441857865750e-11  0.000000000000000e+00 -1.418101192030008e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.512540093173698e-13  0.000000000000000e+00 -5.410047410059349e-13
 1.000000000000000e-01  0.000000000000000e+00  2.770080806345096e-01 -5.814682069171795e-12  0.000000000000000e+00  1.647976199947720e-11  3.609951947286384e+00 -8.918643601418808e-11  0.000000000000000e+00  1.309463648624387e-10  3.609951947286384e+00 -8.918643601418808e-11  0.000000000000000e+00  1.309463648624387e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  9.125172933993307e-03 -2.416730010557089e-13  0.000000000000000e+00  5.052416818251970e-13  0.000000000000000e+00  5.814682069171795e-12  0.000000000000000e+00 -1.647976199947720e-11  0.000000000000000e+00  8.918643601418808e-11  0.000000000000000e+00 -1.309463648624387e-10  0.000000000000000e+00  8.918643601418808e-11  0.000000000000000e+00 -1.309463648624387e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  2.416730010557089e-13  0.000000000000000e+00 -5.052416818251970e-13
 1.166666666666667e-01  0.000000000000000e+00  2.819325280252954e-01 -7.129241641479211e-12  0.000000000000000e+00  1.031558172215341e-11  3.546897233295354e+00 -7.850298189282512e-11  0.000000000000000e+00  1.328754883900274e-10  3.546897233295354e+00 -7.850298189282512e-11  0.000000000000000e+00  1.328754883900274e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  9.109215733716000e-03 -2.344027749678901e-13  0.000000000000000e+00  4.923440127813095e-13  0.000000000000000e+00  7.129241641479211e-12  0.000000000000000e+00 -1.031558172215341e-11  0.000000000000000e+00  7.850298189282512e-11  0.000000000000000e+00 -1.328754883900274e-10  0.000000000000000e+00  7.850298189282512e-11  0.000000000000000e+00 -1.328754883900274e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  2.344027749678901e-13  0.000000000000000e+00 -4.923440127813095e-13
 1.333333333333333e-01  0.000000000000000e+00  2.869894598788416e-01 -5.235811784132238e-12  0.000000000000000e+00  1.743388766684006e-11  3.484398068697756e+00 -7.010703129139984e-11  0.000000000000000e+00  2.000524190748365e-10  3.484398068697756e+00 -7.010703129139984e-11  0.000000000000000e+00  2.000524190748365e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  9.090331063315906e-03 -1.543019184646610e-13  0.000000000000000e+00  4.303207096212347e-13  0.000000000000000e+00  5.235811784132238e-12  0.000000000000000e+00 -1.743388766684006e-11  0.000000000000000e+00  7.010703129139984e-11  0.000000000000000e+00 -2.000524190748365e-10  0.000000000000000e+00  7.010703129139984e-11  0.000000000000000e+00 -2.000524190748365e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.543019184646610e-13  0.000000000000000e+00 -4.303207096212347e-13
 1.500000000000000e-01  0.000000000000000e+00  2.921836714525416e-01 -9.293510405683492e-12  0.000000000000000e+00  4.593769808991510e-12  3.422454453909156e+00 -1.172555386119711e-10  0.000000000000000e+00  1.508420055529314e-10  3.422454453909156e+00 -1.172555386119711e-10  0.000000000000000e+00  1.508420055529314e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  9.068378211614676e-03 -1.664918203303500e-13  0.000000000000000e+00  7.034095528268836e-13  0.000000000000000e+00  9.293510405683492e-12  0.000000000000000e+00 -4.593769808991510e-12  0.000000000000000e+00  1.172555386119711e-10  0.000000000000000e+00 -1.508420055529314e-10  0.000000000000000e+00  1.172555386119711e-10  0.000000000000000e+00 -1.508420055529314e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.664918203303500e-13  0.000000000000000e+00 -7.034095528268836e-13
