 0.000000000000000e+00  0.000000000000000e+00  2.499999739583333e-01  4.496875094517350e-11 -8.268918882947673e-11  0.000000000000000e+00  3.999986688311689e+00 -5.840510297616675e-10  5.359872545795952e-10  0.000000000000000e+00  3.999986688311689e+00 -6.076978920077636e-10  5.214353393512283e-10  0.000000000000000e+00  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.583333332874999e-03 -5.991214468981099e-14  1.991445203186615e-13  0.000000000000000e+00  0.000000000000000e+00  4.391542685056038e-12  0.000000000000000e+00 -1.032113283727654e-11  0.000000000000000e+00  1.032232077591289e-10  0.000000000000000e+00 -9.081357887907870e-11  0.000000000000000e+00  1.032232077591289e-10  0.000000000000000e+00 -9.081357887907870e-11 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.500978161206312e-13  0.000000000000000e+00 -1.397883545029011e-13
 1.666666666666667e-02  0.000000000000000e+00  2.542193076384926e-01 -6.942835195644648e-12  0.000000000000000e+00  1.185140874326862e-11  3.933598020360291e+00 -9.533440703535234e-11  0.000000000000000e+00  2.347215755094112e-10  3.933598020360291e+00 -9.533440703535234e-11  0.000000000000000e+00  2.347215755094112e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.582803727960686e-03 -1.124916132466680e-13  0.000000000000000e+00  4.118511087725096e-13  0.000000000000000e+00  6.942835195644648e-12  0.000000000000000e+00 -1.185140874326862e-11  0.000000000000000e+00  9.533440703535234e-11  0.000000000000000e+00 -2.347215755094112e-10  0.000000000000000e+00  9.533440703535234e-11  0.000000000000000e+00 -2.347215755094112e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.124916132466680e-13  0.000000000000000e+00 -4.118511087725096e-13
 3.333333333333333e-02  0.000000000000000e+00  2.585463649992661e-01 -4.880484905100957e-12  0.000000000000000e+00  1.119088155476788e-11  3.867764906121897e+00 -1.079527578440320e-10  0.000000000000000e+00  2.314570757278034e-10  3.867764906121897e+00 -1.079527578440320e-10  0.000000000000000e+00  2.314570757278034e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.581179089039499e-03 -1.273980920757367e-13  0.000000000000000e+00  1.459804499504003e-13  0.000000000000000e+00  4.880484905100957e-12  0.000000000000000e+00 -1.119088155476788e-11  0.000000000000000e+00  1.079527578440320e-10  0.000000000000000e+00 -2.314570757278034e-10  0.000000000000000e+00  1.079527578440320e-10  0.000000000000000e+00 -2.314570757278034e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.273980920757367e-13  0.000000000000000e+00 -1.459804499504003e-13
 5.000000000000000e-02  0.000000000000000e+00  2.629848445035273e-01 -5.419609205858933e-12  0.000000000000000e+00  6.297795618337432e-12  3.802487345613240e+00 -5.307843053969918e-11  0.000000000000000e+00  1.117199666111901e-10  3.802487345613240e+00 -5.307843053969918e-11  0.000000000000000e+00  1.117199666111901e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.578403987131260e-03 -8.039749421762110e-14  0.000000000000000e+00  2.743482524492080e-13  0.000000000000000e+00  5.419609205858933e-12  0.000000000000000e+00 -6.297795618337432e-12  0.000000000000000e+00  5.307843053969918e-11  0.000000000000000e+00 -1.117199666111901e-10  0.000000000000000e+00  5.307843053969918e-11  0.000000000000000e+00 -1.117199666111901e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  8.039749421762110e-14  0.000000000000000e+00 -2.743482524492080e-13
 6.666666666666667e-02  0.000000000000000e+00  2.675386047131420e-01 -5.514699807918078e-12  0.000000000000000e+00  6.817657549618161e-12  3.737765338863252e+00 -7.538503155046783e-11  0.000000000000000e+00  1.667861404541782e-10  3.737765338863252e+00 -7.538503155046783e-11  0.000000000000000e+00  1.667861404541782e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.574420678653759e-03 -8.100378007247500e-14  0.000000000000000e+00  1.566949694997710e-13  0.000000000000000e+00  5.514699807918078e-12  0.000000000000000e+00 -6.817657549618161e-12  0.000000000000000e+00  7.538503155046783e-11  0.000000000000000e+00 -1.667861404541782e-10  0.000000000000000e+00  7.538503155046783e-11  0.000000000000000e+00 -1.667861404541782e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  8.100378007247500e-14  0.000000000000000e+00 -1.566949694997710e-13
 8.333333333333333e-02  0.000000000000000e+00  2.722116726785144e-01 -5.404732217328956e-12  0.000000000000000e+00  7.515488231746303e-12  3.673598885913997e+00 -3.066347176172712e-11  0.000000000000000e+00  1.671249805212938e-10  3.673598885913997e+00 -3.066347176172712e-11  0.000000000000000e+00  1.671249805212938e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.569169033952028e-03 -7.562700465868488e-14  0.000000000000000e+00  2.705023705029674e-13  0.000000000000000e+00  5.404732217328956e-12  0.000000000000000e+00 -7.515488231746303e-12  0.000000000000000e+00  3.066347176172712e-11  0.000000000000000e+00 -1.671249805212938e-10  0.000000000000000e+00  3.066347176172712e-11  0.000000000000000e+00 -1.671249805212938e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  7.562700465868488e-14  0.000000000000000e+00 -2.705023705029674e-13
 1.000000000000000e-01  0.000000000000000e+00  2.770082528456080e-01 -4.858669022667073e-12  0.000000000000000e+00  1.236549751482130e-11  3.609987986821596e+00 -7.803002688433480e-11  0.000000000000000e+00  1.197517640605383e-10  3.609987986821596e+00 -7.803002688433480e-11  0.000000000000000e+00  1.197517640605383e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.562586466996654e-03 -1.208365005278544e-13  0.000000000000000e+00  2.526208409125985e-13  0.000000000000000e+00  4.858669022667073e-12  0.000000000000000e+00 -1.236549751482130e-11  0.000000000000000e+00  7.803002688433480e-11  0.000000000000000e+00 -1.197517640605383e-10  0.000000000000000e+00  7.803002688433480e-11  0.000000000000000e+00 -1.197517640605383e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.208365005278544e-13  0.000000000000000e+00 -2.526208409125985e-13
 1.166666666666667e-01  0.000000000000000e+00  2.819327365172487e-01 -5.339839681539615e-12  0.000000000000000e+00  1.668387650255454e-11  3.546932641657171e+00 -5.284572779373775e-11  0.000000000000000e+00  1.935887006254688e-10  3.546932641657171e+00 -5.284572779373775e-11  0.000000000000000e+00  1.935887006254688e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.554607866858000e-03 -1.172013874839450e-13  0.000000000000000e+00  2.461720063906547e-13  0.000000000000000e+00  5.339839681539615e-12  0.000000000000000e+00 -1.668387650255454e-11  0.000000000000000e+00  5.284572779373775e-11  0.000000000000000e+00 -1.935887006254688e-10  0.000000000000000e+00  5.284572779373775e-11  0.000000000000000e+00 -1.935887006254688e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.172013874839450e-13  0.000000000000000e+00 -2.461720063906547e-13
 1.333333333333333e-01  0.000000000000000e+00  2.869897119084859e-01 -5.261069357942461e-12  0.000000000000000e+00  3.803013459702242e-12  3.484432850507773e+00 -6.171640976049275e-11  0.000000000000000e+00  1.266409199729424e-10  3.484432850507773e+00 -6.171640976049275e-11  0.000000000000000e+00  1.266409199729424e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.545165531657953e-03 -7.715095923233051e-14  0.000000000000000e+00  2.151603548106173e-13  0.000000000000000e+00  5.261069357942461e-12  0.000000000000000e+00 -3.803013459702242e-12  0.000000000000000e+00  6.171640976049275e-11  0.000000000000000e+00 -1.266409199729424e-10  0.000000000000000e+00  6.171640976049275e-11  0.000000000000000e+00 -1.266409199729424e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  7.715095923233051e-14  0.000000000000000e+00 -2.151603548106173e-13
 1.500000000000000e-01  0.000000000000000e+00  2.921839748390302e-01 -3.766764677948231e-12  0.000000000000000e+00  1.047395503661619e-11  3.422488613477289e+00 -8.507416993097650e-11  0.000000000000000e+00  1.515476633073831e-10  3.422488613477289e+00 -8.507416993097650e-11  0.000000000000000e+00  1.515476633073831e-10  0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.534189105807338e-03 -8.324591016517502e-14  0.000000000000000e+00  3.517047764134418e-13  0.000000000000000e+00  3.766764677948231e-12  0.000000000000000e+00 -1.047395503661619e-11  0.000000000000000e+00  8.507416993097650e-11  0.000000000000000e+00 -1.515476633073831e-10  0.000000000000000e+00  8.507416993097650e-11  0.000000000000000e+00 -1.515476633073831e-10 -0.000000000000000e+00 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  8.324591016517502e-14  0.000000000000000e+00 -3.517047764134418e-13
