 0.000000000000000e+00  0.000000000000000e+00  2.327807481867118e-01 -7.719658245974870e-13 -2.416276867478473e-08  0.000000000000000e+00  3.993775500554611e+00  7.952749569994921e-12 -5.042277901878833e-07  0.000000000000000e+00  3.993774653887452e+00  1.653579495553004e-10 -1.207343398590410e-07  0.000000000000000e+00  3.661600118078791e-02  1.110223024625157e-16  0.000000000000000e+00  0.000000000000000e+00  9.839880564427524e-02 -1.865285703672726e-12  3.354837696534219e-08  0.000000000000000e+00 -1.145946761827116e-09 -6.871926247987854e-13  0.000000000000000e+00  3.254786082318439e-08  1.791405711166004e-08  2.096257994611313e-11  0.000000000000000e+00  1.484730772993714e-06 -1.343027536879275e-08 -6.781350006464859e-11  0.000000000000000e+00  1.799213960040902e-07  5.538528304806772e-11 -2.560787073219143e-14  0.000000000000000e+00 -3.026448952558880e-10 -1.906003411741129e-09 -1.332530222998726e-12  0.000000000000000e+00 -5.839964427323263e-07
 1.666666666666667e-02  0.000000000000000e+00  2.367107237387333e-01 -2.673139487541221e-12  0.000000000000000e+00 -1.937679167118844e-08  3.927489874897741e+00 -5.571809680304796e-11  0.000000000000000e+00 -6.513304242616869e-07  3.927489033358659e+00 -1.898659007792958e-11  0.000000000000000e+00 -7.379320976497183e-08  3.722912514941092e-02  2.391975506554900e-13  0.000000000000000e+00 -4.187709089220615e-09  9.838877307005756e-02  1.231750812458188e-12  0.000000000000000e+00  2.465418899033622e-07 -2.078344322387154e-15  2.675217831863608e-12  0.000000000000000e+00  1.937679167118844e-08  0.000000000000000e+00  5.571809680304796e-11  0.000000000000000e+00  6.513304242616869e-07  0.000000000000000e+00  1.898659007792958e-11  0.000000000000000e+00  7.379320976497183e-08 -9.507038151293593e-19 -2.391965999516748e-13  0.000000000000000e+00  4.187709089220615e-09  3.805640681465950e-16 -1.232131376526334e-12  0.000000000000000e+00 -2.465418899033622e-07
 3.333333333333333e-02  0.000000000000000e+00  2.407436893845603e-01 -6.895595205946847e-13  0.000000000000000e+00 -8.651235172685290e-09  3.861758831644142e+00  6.013589626263638e-11  0.000000000000000e+00 -2.392333446898931e-07  3.861757993153276e+00 -3.106404022901188e-11  0.000000000000000e+00 -3.740079401737262e-08  3.784764839723603e-02  1.110708747198430e-13  0.000000000000000e+00 -2.312954050509575e-09  9.835799959641563e-02 -1.332961518940579e-13  0.000000000000000e+00  7.927719730682625e-08 -4.303986796899480e-18  6.895638245814817e-13  0.000000000000000e+00  8.651235172685290e-09  0.000000000000000e+00 -6.013589626263638e-11  0.000000000000000e+00  2.392333446898931e-07  0.000000000000000e+00  3.106404022901188e-11  0.000000000000000e+00  3.740079401737262e-08 -9.143002090823211e-19 -1.110699604196339e-13  0.000000000000000e+00  2.312954050509575e-09 -1.956097654324087e-16  1.334917616594903e-13  0.000000000000000e+00 -7.927719730682625e-08
 5.000000000000000e-02  0.000000000000000e+00  2.448833657440769e-01  1.395938920012441e-12  0.000000000000000e+00 -3.988249203112915e-09  3.796582375277093e+00  7.250200440012122e-12  0.000000000000000e+00 -9.653619414962122e-08  3.796581540443814e+00 -3.455369324001367e-11  0.000000000000000e+00 -1.364546164950298e-08  3.847105264514493e-02  9.241218901223647e-14  0.000000000000000e+00 -1.240091584975289e-09  9.830542954850605e-02  5.496991750675306e-14  0.000000000000000e+00  2.983384871091399e-08 -3.479806487926094e-17 -1.395904121947561e-12  0.000000000000000e+00  3.988249203112915e-09 -1.177443559319258e-16 -7.250082695656190e-12  0.000000000000000e+00  9.653619414962122e-08 -1.191140082076360e-20  3.455369325192507e-11  0.000000000000000e+00  1.364546164950298e-08 -1.157215264502608e-19 -9.241207329071002e-14  0.000000000000000e+00  1.240091584975289e-09 -5.050751585358986e-18 -5.496486675516770e-14  0.000000000000000e+00 -2.983384871091399e-08
 6.666666666666667e-02  0.000000000000000e+00  2.491336476637390e-01 -1.365685342591405e-12  0.000000000000000e+00 -1.853082465252953e-09  3.731960517589171e+00 -1.044497821567347e-11  0.000000000000000e+00 -3.809101789542524e-08  3.731959687496158e+00 -3.934719217113525e-11  0.000000000000000e+00 -5.135659009170013e-09  3.909875520727164e-02 -2.086317230087786e-13  0.000000000000000e+00 -6.133194854762714e-10  9.822995823343174e-02  2.979144708703529e-13  0.000000000000000e+00  1.148298399422654e-08  5.100100518959410e-16  1.365175332539509e-12  0.000000000000000e+00  1.853082465252953e-09 -1.486034602662945e-17  1.044499307601950e-11  0.000000000000000e+00  3.809101789542524e-08 -1.980865956492986e-19  3.934719236922184e-11  0.000000000000000e+00  5.135659009170013e-09 -1.405815746136318e-20  2.086317370669361e-13  0.000000000000000e+00  6.133194854762714e-10 -5.667169224811463e-17 -2.978577991781048e-13  0.000000000000000e+00 -1.148298399422654e-08
 8.333333333333333e-02  0.000000000000000e+00  2.534986143359946e-01  2.687738920315041e-12  0.000000000000000e+00 -8.492761494061085e-10  3.667893276128703e+00  5.690203863650822e-11  0.000000000000000e+00 -1.484080858205061e-08  3.667892452165605e+00 -2.335198701075569e-11  0.000000000000000e+00 -1.939600924316665e-09  3.973010316986239e-02 -7.197020757132577e-14  0.000000000000000e+00 -2.902504764312752e-10  9.813043047737165e-02  1.879746358568468e-13  0.000000000000000e+00  4.565898284458747e-09 -5.825810389462190e-16 -2.687156339276095e-12  0.000000000000000e+00  8.492761494061085e-10  8.441106835862730e-17 -5.690212304757658e-11  0.000000000000000e+00  1.484080858205061e-08 -4.078331292131448e-19  2.335198741858882e-11  0.000000000000000e+00  1.939600924316665e-09  1.236856028086693e-20  7.197019520276549e-14  0.000000000000000e+00  2.902504764312752e-10  3.585845160774116e-17 -1.880104943084546e-13  0.000000000000000e+00 -4.565898284458747e-09
 1.000000000000000e-01  0.000000000000000e+00  2.579825402092487e-01 -1.307010055739966e-12  0.000000000000000e+00 -3.720437846688185e-10  3.604380674712570e+00  4.191047509038981e-11  0.000000000000000e+00 -5.705016459245371e-09  3.604379858232364e+00  3.937294934530655e-11  0.000000000000000e+00 -7.940599289213424e-10  4.036436714686765e-02  5.134226377379036e-13  0.000000000000000e+00 -1.305794153361184e-10  9.800563824198416e-02  4.646699691690515e-13  0.000000000000000e+00  1.796768844819496e-09  1.502553251843889e-15  1.305507502488122e-12  0.000000000000000e+00  3.720437846688185e-10 -3.968179951296946e-17 -4.191043540859030e-11  0.000000000000000e+00  5.705016459245371e-09  1.866781206409673e-19 -3.937294953198467e-11  0.000000000000000e+00  7.940599289213424e-10  3.352891956217882e-18 -5.134259906298599e-13  0.000000000000000e+00  1.305794153361184e-10  1.892254663507162e-16 -4.648591946354022e-13  0.000000000000000e+00 -1.796768844819496e-09
 1.166666666666667e-01  0.000000000000000e+00  2.625899066726324e-01  1.894207013464211e-12  0.000000000000000e+00 -1.439671160063938e-10  3.541422743661641e+00  2.677769117553908e-11  0.000000000000000e+00 -2.364628493012333e-09  3.541421935829490e+00  1.979483243985669e-11  0.000000000000000e+00 -8.910605586720521e-11  4.100073452483664e-02  1.277103423014125e-13  0.000000000000000e+00 -5.525663260286251e-11  9.785431834979132e-02  2.793598685713050e-14  0.000000000000000e+00  7.094949905361858e-10  6.737521705505838e-16 -1.894880765634761e-12  0.000000000000000e+00  1.439671160063938e-10  3.289452450662075e-17 -2.677772407006358e-11  0.000000000000000e+00  2.364628493012333e-09  1.079305263259191e-19 -1.979483254778722e-11  0.000000000000000e+00  8.910605586720521e-11  0.000000000000000e+00 -1.277103423014125e-13  0.000000000000000e+00  5.525663260286251e-11 -3.346166600436671e-17 -2.790252519112613e-14  0.000000000000000e+00 -7.094949905361858e-10
 1.333333333333333e-01  0.000000000000000e+00  2.673254145823921e-01  1.934563620409335e-13  0.000000000000000e+00 -4.786177010274173e-11  3.479019520123288e+00  2.997602166487923e-12  0.000000000000000e+00 -8.258491668300394e-10  3.479018721875948e+00  2.989697378552592e-11  0.000000000000000e+00  2.737809978725636e-11  4.163830216279980e-02  4.010680676458378e-13  0.000000000000000e+00 -2.225349765572204e-11  9.767515015542054e-02  3.854278007864309e-13  0.000000000000000e+00  2.908244062238552e-10  1.243540402238430e-17 -1.934687974449559e-13  0.000000000000000e+00  4.786177010274173e-11 -6.348342533081530e-17 -2.997538683062592e-12  0.000000000000000e+00  8.258491668300394e-10  1.721475351286158e-18 -2.989697550700127e-11  0.000000000000000e+00 -2.737809978725636e-11  0.000000000000000e+00 -4.010680676458378e-13  0.000000000000000e+00  2.225349765572204e-11  3.539295406366572e-17 -3.854631937404946e-13  0.000000000000000e+00 -2.908244062238552e-10
 1.500000000000000e-01  0.000000000000000e+00  2.721939977045665e-01  5.324463092648557e-12  0.000000000000000e+00 -2.242256380569074e-11  3.417171048431609e+00  4.512834550496336e-12  0.000000000000000e+00 -2.472386739782451e-10  3.417170260498140e+00  2.520783581871910e-11  0.000000000000000e+00  6.867972857094173e-11  4.227606850780927e-02 -2.970540480262684e-14  0.000000000000000e+00 -8.149529662215826e-12  9.746675316785522e-02 -6.251527073786178e-13  0.000000000000000e+00  1.312220054838775e-10 -5.666174976192030e-18 -5.324457426473580e-12  0.000000000000000e+00  2.242256380569074e-11  0.000000000000000e+00 -4.512834550496336e-12  0.000000000000000e+00  2.472386739782451e-10  0.000000000000000e+00 -2.520783581871910e-11  0.000000000000000e+00 -6.867972857094173e-11  0.000000000000000e+00  2.970540480262684e-14  0.000000000000000e+00  8.149529662215826e-12 -2.266924864648525e-17  6.251753766272643e-13  0.000000000000000e+00 -1.312220054838775e-10
