0.000 1.00  3.0045979e-01  3.6616001e-02  2.0968878e+00  1.3186813e+00  2.0966415e+00 -1.1745986e-04  0.0000000e+00  1.3207928e+00  1.6012433e-03  0.0000000e+00  0.0000000e+00  0.0000000e+00  8.7834239e-01  4.7694959e-11  0.0000000e+00 6.7682375e-01 -4.6651571e-13 -0.0000000e+00 1.0447931e-01  4.1807550e-02
0.100 1.00  3.0032005e-01  3.6616001e-02  2.0967910e+00  1.3186813e+00  2.0978403e+00  5.0040480e-04  6.0443723e-04  1.3216887e+00  2.2805846e-03  0.0000000e+00  9.5788808e-02  1.0000000e-01  8.7835597e-01  1.5464503e-05  2.1843295e-05 6.7678037e-01 -6.4099179e-05 -1.1136974e-05 1.0444469e-01  4.1803607e-02
0.150 1.00  3.0012733e-01  3.6616001e-02  2.0966577e+00  1.3186813e+00  2.0994628e+00  1.3378953e-03  1.3599838e-03  1.3228845e+00  3.1873841e-03  0.0000000e+00  1.4615579e-01  1.5000000e-01  8.7837603e-01  3.8299204e-05  4.9147415e-05 6.7672513e-01 -1.4570956e-04 -2.5058192e-05 1.0439793e-01  4.1797664e-02
0.200 1.00  2.9984981e-01  3.6616001e-02  2.0964659e+00  1.3186813e+00  2.1018810e+00  2.5829876e-03  2.4177489e-03  1.3247077e+00  4.5699796e-03  0.0000000e+00  1.9764364e-01  2.0000000e-01  8.7840850e-01  7.5270460e-05  8.7373182e-05 6.7664715e-01 -2.6092083e-04 -4.4547898e-05 1.0432773e-01  4.1787888e-02
0.250 1.00  2.9947783e-01  3.6616001e-02  2.0962092e+00  1.3186813e+00  2.1052038e+00  4.2908926e-03  3.7777327e-03  1.3272507e+00  6.4984311e-03  0.0000000e+00  2.5131980e-01  2.5000000e-01  8.7845714e-01  1.3064607e-04  1.3652060e-04 6.7654697e-01 -4.0894423e-04 -6.9606090e-05 1.0423041e-01  4.1773040e-02
0.300 1.00  2.9903626e-01  3.6616001e-02  2.0959049e+00  1.3186813e+00  2.1094757e+00  6.4749012e-03  5.4399351e-03  1.3306778e+00  9.0973458e-03  0.0000000e+00  3.0646393e-01  3.0000000e-01  8.7852689e-01  2.1005233e-04  1.9658966e-04 6.7642623e-01 -5.8732995e-04 -1.0023277e-04 1.0410126e-01  4.1751467e-02
0.350 1.00  2.9846827e-01  3.6616001e-02  2.0955145e+00  1.3186813e+00  2.1149541e+00  9.2767748e-03  7.4043561e-03  1.3350578e+00  1.2418806e-02  0.0000000e+00  3.6393092e-01  3.5000000e-01  8.7862440e-01  3.2107177e-04  2.6758037e-04 6.7628842e-01 -7.9093988e-04 -1.3642794e-04 1.0393420e-01  4.1720911e-02
0.375 1.00  2.9812137e-01  3.6616001e-02  2.0952765e+00  1.3186813e+00  2.1183199e+00  1.0997804e-02  8.4998985e-03  1.3377539e+00  1.4463337e-02  0.0000000e+00  3.9348919e-01  3.7500000e-01  8.7868627e-01  3.9150776e-04  3.0717134e-04 6.7621494e-01 -8.9951600e-04 -1.5661370e-04 1.0383392e-01  4.1701304e-02
0.400 1.00  2.9773888e-01  3.6616001e-02  2.0950145e+00  1.3186813e+00  2.1219894e+00  1.2875784e-02  9.6709957e-03  1.3406703e+00  1.6674970e-02  0.0000000e+00  4.2433068e-01  4.0000000e-01  8.7875877e-01  4.7405881e-04  3.4949273e-04 6.7614005e-01 -1.0101630e-03 -1.7819159e-04 1.0372101e-01  4.1678224e-02
0.425 1.00  2.9731285e-01  3.6616001e-02  2.0947231e+00  1.3186813e+00  2.1261792e+00  1.5016790e-02  1.0917647e-02  1.3440437e+00  1.9233144e-02  0.0000000e+00  4.5569163e-01  4.2500000e-01  8.7884357e-01  5.7060160e-04  3.9454452e-04 6.7606533e-01 -1.1205518e-03 -2.0116160e-04 1.0359384e-01  4.1651048e-02
0.450 1.00  2.9700189e-01  3.6616001e-02  2.0945108e+00  1.3186813e+00  2.1304593e+00  1.7163168e-02  1.2239854e-02  1.3480491e+00  2.2270537e-02  0.0000000e+00  4.8645054e-01  4.5000000e-01  8.7894290e-01  6.8368286e-04  4.4232673e-04 6.7599329e-01 -1.2269974e-03 -2.2552373e-04 1.0345108e-01  4.1619175e-02
0.475 1.00  2.9661493e-01  3.6616001e-02  2.0942471e+00  1.3186813e+00  2.1353806e+00  1.9641206e-02  1.3637615e-02  1.3525197e+00  2.5660769e-02  0.0000000e+00  5.1934140e-01  4.7500000e-01  8.7905910e-01  8.1598247e-04  4.9283935e-04 6.7592669e-01 -1.3254016e-03 -2.5127798e-04 1.0329018e-01  4.1581642e-02
0.500 1.00  2.9607305e-01  3.6616001e-02  2.0938784e+00  1.3186813e+00  2.1412281e+00  2.2613411e-02  1.5110931e-02  1.3574529e+00  2.9401749e-02  0.0000000e+00  5.5304004e-01  5.0000000e-01  8.7919524e-01  9.7098061e-04  5.4608239e-04 6.7586933e-01 -1.4101494e-03 -2.7842436e-04 1.0310831e-01  4.1537240e-02
