0.000 1.00  1.0013734e-01  1.2468593e-02  2.0101035e+00  4.0404040e-01  2.0101373e+00  1.6777176e-05  0.0000000e+00  4.0462011e-01  1.4347728e-03  0.0000000e+00  0.0000000e+00  0.0000000e+00  8.9221681e-01  2.1991111e-07  0.0000000e+00  7.1407555e-01  3.5829604e-09 -0.0000000e+00  9.9636093e-02  3.6583629e-02
0.010 1.00  1.0013666e-01  1.2468593e-02  2.0101034e+00  4.0404040e-01  2.0101492e+00  2.2807893e-05  6.0443723e-06  4.0462220e-01  1.4399357e-03  0.0000000e+00  9.9248087e-03  1.0000000e-02  8.9221699e-01  4.1934789e-07  2.1843295e-07  7.1407533e-01 -2.9549481e-07 -1.1136974e-07  9.9635752e-02  3.6583584e-02
0.100 1.00  1.0006959e-01  1.2468593e-02  2.0100898e+00  4.0404040e-01  2.0113358e+00  6.1989823e-04  6.0443723e-04  4.0482872e-01  1.9510710e-03  0.0000000e+00  9.9249207e-02  1.0000000e-01  8.9223465e-01  2.0214462e-05  2.1843295e-05  7.1405417e-01 -2.9931784e-05 -1.1136974e-05  9.9601979e-02  3.6579096e-02
0.150 1.00  9.9985073e-02  1.2468593e-02  2.0100726e+00  4.0404040e-01  2.0128338e+00  1.3736741e-03  1.3599838e-03  4.0508951e-01  2.5965269e-03  0.0000000e+00  1.4886656e-01  1.5000000e-01  8.9225708e-01  4.5348801e-05  4.9147415e-05  7.1402739e-01 -6.7430206e-05 -2.5058192e-05  9.9559328e-02  3.6573380e-02
0.200 1.00  9.9866975e-02  1.2468593e-02  2.0100486e+00  4.0404040e-01  2.0149310e+00  2.4289899e-03  2.4177489e-03  4.0545463e-01  3.5002061e-03  0.0000000e+00  1.9849858e-01  2.0000000e-01  8.9228871e-01  8.0801936e-05  8.7373182e-05  7.1398980e-01 -1.2007526e-04 -4.4547898e-05  9.9499605e-02  3.6565287e-02
0.250 1.00  9.9715562e-02  1.2468593e-02  2.0100180e+00  4.0404040e-01  2.0176273e+00  3.7857056e-03  3.7777327e-03  4.0592409e-01  4.6621334e-03  0.0000000e+00  2.4813625e-01  2.5000000e-01  8.9232978e-01  1.2683695e-04  1.3652060e-04  7.1394129e-01 -1.8801491e-04 -6.9606090e-05  9.9422796e-02  3.6554723e-02
0.300 1.00  9.9530651e-02  1.2468593e-02  2.0099806e+00  4.0404040e-01  2.0209279e+00  5.4465001e-03  5.4399351e-03  4.0649808e-01  6.0827418e-03  0.0000000e+00  2.9775817e-01  3.0000000e-01  8.9238061e-01  1.8380126e-04  1.9658966e-04  7.1388171e-01 -2.7144725e-04 -1.0023277e-04  9.9328873e-02  3.6541564e-02
0.350 1.00  9.9313699e-02  1.2468593e-02  2.0099368e+00  4.0404040e-01  2.0248212e+00  7.4053963e-03  7.4043561e-03  4.0717630e-01  7.7613525e-03  0.0000000e+00  3.4735714e-01  3.5000000e-01  8.9244155e-01  2.5211123e-04  2.6758037e-04  7.1381090e-01 -3.7060443e-04 -1.3642794e-04  9.9217838e-02  3.6525675e-02
0.375 1.00  9.9193192e-02  1.2468593e-02  2.0099125e+00  4.0404040e-01  2.0269920e+00  8.4976535e-03  8.4998985e-03  4.0755474e-01  8.6979884e-03  0.0000000e+00  3.7218323e-01  3.7500000e-01  8.9247596e-01  2.9067092e-04  3.0717134e-04  7.1377122e-01 -4.2617821e-04 -1.5661370e-04  9.9155876e-02  3.6516646e-02
0.400 1.00  9.9064059e-02  1.2468593e-02  2.0098865e+00  4.0404040e-01  2.0293192e+00  9.6685562e-03  9.6709957e-03  4.0795932e-01  9.6993074e-03  0.0000000e+00  3.9700819e-01  4.0000000e-01  8.9251307e-01  3.3226653e-04  3.4949273e-04  7.1372865e-01 -4.8579194e-04 -1.7819159e-04  9.9089629e-02  3.6506867e-02
0.425 1.00  9.8927592e-02  1.2468593e-02  2.0098591e+00  4.0404040e-01  2.0317898e+00  1.0911571e-02  1.0917647e-02  4.0838990e-01  1.0765005e-02  0.0000000e+00  4.2180435e-01  4.2500000e-01  8.9255295e-01  3.7696713e-04  3.9454452e-04  7.1368316e-01 -5.4949977e-04 -2.0116160e-04  9.9019083e-02  3.6496309e-02
0.450 1.00  9.8783139e-02  1.2468593e-02  2.0098301e+00  4.0404040e-01  2.0344115e+00  1.2230604e-02  1.2239854e-02  4.0884665e-01  1.1895466e-02  0.0000000e+00  4.4663709e-01  4.5000000e-01  8.9259568e-01  4.2485076e-04  4.4232673e-04  7.1363472e-01 -6.1733942e-04 -2.2552373e-04  9.8944256e-02  3.6484953e-02
0.475 1.00  9.8631019e-02  1.2468593e-02  2.0097996e+00  4.0404040e-01  2.0371816e+00  1.3624237e-02  1.3637615e-02  4.0932948e-01  1.3090451e-02  0.0000000e+00  4.7144702e-01  4.7500000e-01  8.9264133e-01  4.7602075e-04  4.9283935e-04  7.1358328e-01 -6.8936522e-04 -2.5127798e-04  9.8865119e-02  3.6472756e-02
0.500 1.00  9.8470478e-02  1.2468593e-02  2.0097675e+00  4.0404040e-01  2.0401103e+00  1.5097657e-02  1.5110931e-02  4.0983906e-01  1.4351669e-02  0.0000000e+00  4.9624674e-01  5.0000000e-01  8.9268997e-01  5.3053793e-04  5.4608239e-04  7.1352881e-01 -7.6565453e-04 -2.7842436e-04  9.8781618e-02  3.6459675e-02
