0.000 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0000605e+00  3.0256761e-05  0.0000000e+00  0.0000000e+00           -nan  0.0000000e+00  0.0000000e+00  0.0000000e+00  8.9897949e-01  1.6501689e-11  0.0000000e+00 7.3205081e-01 -2.2204460e-15 -0.0000000e+00 9.6225045e-02  3.4020691e-02
0.010 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0000728e+00  3.6400078e-05  6.0443723e-06  0.0000000e+00           -nan  0.0000000e+00  1.0030803e-02  1.0000000e-02  8.9897968e-01  2.2116786e-07  2.1843295e-07 7.3205073e-01 -1.0954321e-07 -1.1136974e-07 9.6224702e-02  3.4020641e-02
0.090 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0011093e+00  5.5467279e-04  4.8959416e-04  0.0000000e+00           -nan  0.0000000e+00  9.2590975e-02  9.0000000e-02  8.9899731e-01  1.9823468e-05  1.7693069e-05 7.3204541e-01 -7.3783327e-06 -9.0209493e-06 9.6195276e-02  3.4016121e-02
0.100 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0013674e+00  6.8369188e-04  6.0443723e-04  0.0000000e+00           -nan  0.0000000e+00  1.0323149e-01  1.0000000e-01  8.9900178e-01  2.4804816e-05  2.1843295e-05 7.3204435e-01 -8.8217379e-06 -1.1136974e-05 9.6187948e-02  3.4014957e-02
0.150 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0031181e+00  1.5590380e-03  1.3599838e-03  0.0000000e+00           -nan  0.0000000e+00  1.5747436e-01  1.5000000e-01  8.9903329e-01  5.9851845e-05  4.9147415e-05 7.3203902e-01 -1.6099085e-05 -2.5058192e-05 9.6137497e-02  3.4006695e-02
0.200 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0057576e+00  2.8788202e-03  2.4177489e-03  0.0000000e+00           -nan  0.0000000e+00  2.1397154e-01  2.0000000e-01  8.9908264e-01  1.1474382e-04  8.7373182e-05 7.3203623e-01 -1.9917147e-05 -4.4547898e-05 9.6061017e-02  3.3993473e-02
0.250 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0093493e+00  4.6746697e-03  3.7777327e-03  0.0000000e+00           -nan  0.0000000e+00  2.7256213e-01  2.5000000e-01  8.9915424e-01  1.9438700e-04  1.3652060e-04 7.3204074e-01 -1.3757100e-05 -6.9606090e-05 9.5954002e-02  3.3973947e-02
0.300 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0141884e+00  7.0941969e-03  5.4399351e-03  0.0000000e+00           -nan  0.0000000e+00  3.3354146e-01  3.0000000e-01  8.9925414e-01  3.0552352e-04  1.9658966e-04 7.3206004e-01  1.2607517e-05 -1.0023277e-04 9.5810178e-02  3.3946138e-02
0.350 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0203291e+00  1.0164527e-02  7.4043561e-03  0.0000000e+00           -nan  0.0000000e+00  3.9734486e-01  3.5000000e-01  8.9939067e-01  4.5738900e-04  2.6758037e-04 7.3210572e-01  7.5014444e-05 -1.3642794e-04 9.5621332e-02  3.3907398e-02
0.375 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0239279e+00  1.1963955e-02  8.4998985e-03  0.0000000e+00           -nan  0.0000000e+00  4.3044236e-01  3.7500000e-01  8.9947618e-01  5.5251319e-04  3.0717134e-04 7.3214385e-01  1.2709860e-04 -1.5661370e-04 9.5506523e-02  3.3882767e-02
0.400 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0283916e+00  1.4195825e-02  9.6709957e-03  0.0000000e+00           -nan  0.0000000e+00  4.6556876e-01  4.0000000e-01  8.9957577e-01  6.6329433e-04  3.4949273e-04 7.3219628e-01  1.9872081e-04 -1.7819159e-04 9.5375673e-02  3.3853766e-02
0.425 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0330968e+00  1.6548424e-02  1.0917647e-02  0.0000000e+00           -nan  0.0000000e+00  5.0071035e-01  4.2500000e-01  8.9969181e-01  7.9236835e-04  3.9454452e-04 7.3226725e-01  2.9567193e-04 -2.0116160e-04 9.5226402e-02  3.3819595e-02
0.450 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0383898e+00  1.9194916e-02  1.2239854e-02  0.0000000e+00           -nan  0.0000000e+00  5.3621162e-01  4.5000000e-01  8.9982729e-01  9.4307164e-04  4.4232673e-04 7.3236234e-01  4.2556344e-04 -2.2552373e-04 9.5056121e-02  3.3779359e-02
0.475 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0443051e+00  2.2152568e-02  1.3637615e-02  0.0000000e+00           -nan  0.0000000e+00  5.7329967e-01  4.7500000e-01  8.9998617e-01  1.1198088e-03  4.9283935e-04 7.3248902e-01  5.9861312e-04 -2.5127798e-04 9.4861093e-02  3.3731754e-02
0.500 1.00  0.0000000e+00  0.0000000e+00  2.0000000e+00  0.0000000e+00  2.0512738e+00  2.5636914e-02  1.5110931e-02  0.0000000e+00           -nan  0.0000000e+00  6.1327361e-01  5.0000000e-01  9.0017359e-01  1.3282896e-03  5.4608239e-04 7.3265770e-01  8.2903593e-04 -2.7842436e-04 9.4636037e-02  3.3674874e-02
