0.000 1.00  3.0045982e-01  3.6616001e-02  2.0968878e+00  1.3186813e+00  2.0966414e+00 -1.1752162e-04  0.0000000e+00  1.3207928e+00  1.6012408e-03  0.0000000e+00  0.0000000e+00  0.0000000e+00  8.7834263e-01  2.7600239e-07  0.0000000e+00  6.7682375e-01  3.5957306e-09 -0.0000000e+00  1.0447931e-01  4.1807457e-02
0.100 1.00  3.0032275e-01  3.6616001e-02  2.0967929e+00  1.3186813e+00  2.0977723e+00  4.6708552e-04  6.0443723e-04  1.3216149e+00  2.2246313e-03  0.0000000e+00  9.3132554e-02  1.0000000e-01  8.7835401e-01  1.3233842e-05  2.1843295e-05  6.7678146e-01 -6.2486994e-05 -1.1136974e-05  1.0444734e-01  4.1804222e-02
0.150 1.00  3.0015227e-01  3.6616001e-02  2.0966750e+00  1.3186813e+00  2.0991838e+00  1.1965634e-03  1.3599838e-03  1.3226427e+00  3.0040662e-03  0.0000000e+00  1.3971841e-01  1.5000000e-01  8.7836836e-01  2.9569378e-05  4.9147415e-05  6.7672845e-01 -1.4079741e-04 -2.5058192e-05  1.0440738e-01  4.1800131e-02
0.200 1.00  2.9991295e-01  3.6616001e-02  2.0965095e+00  1.3186813e+00  2.1011632e+00  2.2197443e-03  2.4177489e-03  1.3240818e+00  4.0953328e-03  0.0000000e+00  1.8629121e-01  2.0000000e-01  8.7838868e-01  5.2704336e-05  8.7373182e-05  6.7665401e-01 -2.5078228e-04 -4.4547898e-05  1.0435143e-01  4.1794316e-02
0.250 1.00  2.9960697e-01  3.6616001e-02  2.0962983e+00  1.3186813e+00  2.1037041e+00  3.5328393e-03  3.7777327e-03  1.3259319e+00  5.4983937e-03  0.0000000e+00  2.3286401e-01  2.5000000e-01  8.7841521e-01  8.2905329e-05  1.3652060e-04  6.7655789e-01 -3.9279929e-04 -6.9606090e-05  1.0427947e-01  4.1786692e-02
0.300 1.00  2.9923264e-01  3.6616001e-02  2.0960402e+00  1.3186813e+00  2.1068142e+00  5.1401832e-03  5.4399351e-03  1.3281937e+00  7.2135915e-03  0.0000000e+00  2.7943680e-01  3.0000000e-01  8.7844824e-01  1.2051434e-04  1.9658966e-04  6.7643977e-01 -5.6731834e-04 -1.0023277e-04  1.0419150e-01  4.1777143e-02
0.350 1.00  2.9879263e-01  3.6616001e-02  2.0957373e+00  1.3186813e+00  2.1104856e+00  7.0372749e-03  7.4043561e-03  1.3308671e+00  9.2408583e-03  0.0000000e+00  3.2600962e-01  3.5000000e-01  8.7848816e-01  1.6595901e-04  2.6758037e-04  6.7629927e-01 -7.7491542e-04 -1.3642794e-04  1.0408750e-01  4.1765531e-02
0.375 1.00  2.9854665e-01  3.6616001e-02  2.0955683e+00  1.3186813e+00  2.1125374e+00  8.0976085e-03  8.4998985e-03  1.3323583e+00  1.0371674e-02  0.0000000e+00  3.4929600e-01  3.7500000e-01  8.7851083e-01  1.9177251e-04  3.0717134e-04  6.7622048e-01 -8.9133074e-04 -1.5661370e-04  1.0402949e-01  4.1758901e-02
0.400 1.00  2.9828394e-01  3.6616001e-02  2.0953880e+00  1.3186813e+00  2.1147315e+00  9.2314897e-03  9.6709957e-03  1.3339524e+00  1.1580602e-02  0.0000000e+00  3.7258239e-01  4.0000000e-01  8.7853540e-01  2.1974250e-04  3.4949273e-04  6.7613590e-01 -1.0162880e-03 -1.7819159e-04  1.0396745e-01  4.1751691e-02
0.425 1.00  2.9800743e-01  3.6616001e-02  2.0951984e+00  1.3186813e+00  2.1170578e+00  1.0433090e-02  1.0917647e-02  1.3356495e+00  1.2867544e-02  0.0000000e+00  3.9586881e-01  4.2500000e-01  8.7856193e-01  2.4994574e-04  3.9454452e-04  6.7604548e-01 -1.1498876e-03 -2.0116160e-04  1.0390141e-01  4.1743876e-02
0.450 1.00  2.9771373e-01  3.6616001e-02  2.0949972e+00  1.3186813e+00  2.1195286e+00  1.1709493e-02  1.2239854e-02  1.3374496e+00  1.4232613e-02  0.0000000e+00  4.1915601e-01  4.5000000e-01  8.7859049e-01  2.8246633e-04  4.4232673e-04  6.7594913e-01 -1.2922482e-03 -2.2552373e-04  1.0383135e-01  4.1735429e-02
0.475 1.00  2.9740374e-01  3.6616001e-02  2.0947852e+00  1.3186813e+00  2.1221412e+00  1.3059070e-02  1.3637615e-02  1.3393528e+00  1.5675839e-02  0.0000000e+00  4.4244373e-01  4.7500000e-01  8.7862116e-01  3.1739006e-04  4.9283935e-04  6.7584676e-01 -1.4434892e-03 -2.5127798e-04  1.0375726e-01  4.1726320e-02
0.500 1.00  2.9707632e-01  3.6616001e-02  2.0945616e+00  1.3186813e+00  2.1249003e+00  1.4484493e-02  1.5110931e-02  1.3413594e+00  1.7197516e-02  0.0000000e+00  4.6572767e-01  5.0000000e-01  8.7865403e-01  3.5480521e-04  5.4608239e-04  6.7573829e-01 -1.6037521e-03 -2.7842436e-04  1.0367915e-01  4.1716522e-02
